,Duration (ms),Explicit,Danceability,Energy,Key,Loudness (db),Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
pca1,-0.14513484873792903,-0.27110112208258735,-0.3329175525378567,-0.4713498053332353,-0.03949848107329112,-0.40898062111826805,0.17590119875014662,-0.2759653553688466,0.44594720541176325,0.049247847959774424,-0.016532590869956752,-0.18397890218272028,-0.07617778816365593,-0.23514475330519824
pca2,0.08645338049891182,0.5682155134623899,0.06729803194973769,-0.33566012812129864,0.06073413707057152,-0.09396757325316063,-0.19074926828496652,0.48851257798763476,0.11380208225987333,-0.1280135847376966,-0.029187092962675357,-0.4489306686790834,-0.15051008007430805,-0.10261348074100338
